name,yrnom,posit,recess,success,id,analu,seatid,spaethid,zukid,birdate,biryear,birthcit,birthst,childcit,childst,childsur,famses,famjud,nomrelig,natorig,race,gender,mothname,fathname,fathoccu,fathpol,fathpoln,undsch,undsta,unddat,undschn,gradsch,gradsta,graddat,gradschn,lawsch,lawsta,lawdat,lawschn,read,readst,readyr,readn,marryn,spouse,marryr,child,militbr,milityrs,militran,militwar,clerkj,clerkyrs,barst1,baryr1,barst2,baryr2,barst3,baryr3,privtyp1,privst1,privyrs1,privtyp2,privst2,privyrs2,schname1,schrank1,schyrs1,schname2,schrank2,schyrs2,schn,schcon,sttrist,sttriyrs,stapst,stapyrs,stsupst,stsupyrs,feddist,feddi,feddiyrs,fedca,fedcayrs,usasat,usasatyrs,usat,usatyrs,ussgoyrs,ussgyrs,usagoyrs,usagyrs,uscab,uscabyrs,ussec,ussecyrs,usage,usageyrs,usagh,usaghyrs,uspresyrs,ushr1,ushryrs1,ushr2,ushryrs2,ussn1,ussnyrs1,ussn2,ussnyrs2,conconv,concong,concongyrs,artcon,artconyrs,artconsp,citat,citatyrs,cdep,cdepyrs,cdis,cdisyrs,saag,saagyrs,stag,stagyrs,ltgov,ltgov1,ltgov2,gov,govyrs,stcab,stcabyrs,mayor,mayoryrs,stsenate,stsenyrs,sthouse,sthseyrs,ctycl,ctyclyrs,commsn,commsnyrs,datenom,datesen,judnom,usjnom,stjnom,prsznom,prstnom,prposnom,prschnom,govatnom,uslenom,uslesnom,stlenom,stlesnom,stexpnom,stexsnom,usexnom,yrposnom,agenom,stnom,parnom,prparnom,prdssr,presname,prespart,nompres,socpres,econpres,congress,senparty,nomsen,ideo,mednmq1,medmq1,mednmq2,medmq2,qual,abarate,abavote,heardate,heardays,comdvote,comvote,intpro,intanti,sendate,senact,sensupp,senopp,serve,withdraw,dateserb,datesere,agedep,reasdep,postdep,scssr,deathd,deathcit,deathst,deathag
"Lamar, Joseph Rucker",1910,1,0,1,109,1,5.11,65,888,10/14/1857,1857,66,10,69,10,6,4,1,4,11,0,0,"Rucker, Mary","Lamar, James S.",20,888,888,7,2,1877,2,888,888,888,888,110,1,1877,1,"Foster, Henry Clay",10,1878,1,1,"Pendleton, Clarinda Huntington",1879,3,888,0,888,888,888,0,10,1878,888,888,888,888,3,10,23,3,10,4,888,888,0,888,888,0,888,888,888,0,888,0,10,2,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,10,3,888,0,2,0,12/12/10,12/12/10,888,888,888,3,10,888,888,888,888,888,888,888,888,888,888,4,53,10,1,888,"Moody, William Henry",27,6,0.174999997,888,888,61,6,0.317000002,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/15/10,2,888,888,12/15/10,1,666,666,1,888. NOMINATION NOT WITHDRAWN,1/3/11,1/2/16,58,3,777,"Brandeis, Louis Dembitz",1/2/16,55,51,58
"Pitney, Mahlon",1912,1,0,1,110,1,9.11,66,888,02/05/1858,1858,255,30,255,30,1,5,1,10,4,0,0,"Halsted, Sarah  L.","Pitney, Henry C.",20,10,1,85,2,1879,1,85,2,1882,1,888,888,888,888,"Pitney, Henry C.",30,1882,1,1,"Shelton, Florence T.",1891,3,888,0,888,888,888,0,30,1882,888,888,888,888,1,30,7,3,30,2,888,888,0,888,888,0,888,888,888,0,888,0,30,11,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,30,4,777,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,30,2,888,0,888,0,888,0,2/19/12,2/19/12,6,888,30,888,888,888,888,888,888,888,888,888,888,888,888,4,54,30,6,888,"Harlan, John Marshall (I)",27,6,0.174999997,888,888,62,6,0.194999993,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,3/4/12,2,888,888,3/13/12,2,50,26,1,888. NOMINATION NOT WITHDRAWN,3/18/12,12/31/22,64,2,777,"Sanford, Edward Terry",12/9/24,55,51,66
"McReynolds, James Clark",1914,1,0,1,111,1,4.17,67,888,02/03/1862,1862,117,17,117,17,3,4,0,4,22,0,0,"Reeves, Ellen","McReynolds, John",26,888,888,103,2,1882,1,888,888,888,888,104,2,1884,1,888. NOMINEE DID NOT READ LAW,888,888,888,0,888. NEVER MARRIED,888,888,888,0,888,888,888,0,42,1884,888,888,888,888,1,42,17,1,32,1,103,7,3,777,777,0,1,0,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,4,1,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,8/19/14,8/19/14,888,888,888,888,888,888,888,3,888,888,888,888,888,888,888,1,52,42,1,888,"Lurton, Horace Harmon",28,1,-0.398000002,888,888,63,1,-0.143000007,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,8/24/14,2,888,888,8/29/14,2,44,6,1,888. NOMINATION NOT WITHDRAWN,10/12/14,1/31/41,78,1,777,"Byrnes, James Frances",8/24/46,55,51,84
"Brandeis, Louis Dembitz",1916,1,0,1,112,1,5.12,68,888,11/13/1856,1856,122,17,122,17,5,5,0,7,13,0,0,"Dembitz, Fredericka","Brandeis, Adolph",16,888,888,4,1,1875,1,888,888,888,888,47,2,1877,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Goldmark, Alice",1891,2,888,0,888,888,888,0,21,1878,888,888,888,888,3,25,1,4,21,37,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,1/28/16,1/28/16,888,888,888,4,21,888,888,888,888,888,888,888,888,888,888,38,59,21,6,888,"Lamar, Joseph Rucker",28,1,-0.398000002,888,888,64,1,-0.174999997,888,888,888,888,888,888,888,888,2/9/16,19,5/24/16,2,999,999,6/1/16,2,47,22,1,888. NOMINATION NOT WITHDRAWN,6/5/16,2/13/39,82,1,777,"Douglas, William Orville",10/5/41,55,51,84
"Clarke, John Hessin",1916,1,0,1,113,1,7.1,69,888,09/18/1857,1857,311,35,311,35,3,4,1,11,22,0,0,"Hessin, Melissa","Clarke, John",20,10,1,112,2,1877,1,112,2,1880,1,888,888,888,888,"Clarke, John",35,1878,1,0,888. NEVER MARRIED,888,888,888,0,888,888,888,0,35,1878,888,888,888,888,3,35,2,4,35,17,888,888,0,888,888,0,888,888,888,0,888,0,888,0,35,6,2,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,7/14/16,7/14/16,5,18,888,888,888,888,888,888,888,888,888,888,888,888,888,2,58,35,1,888,"Hughes, Charles Evans",28,1,-0.398000002,888,888,64,1,-0.174999997,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,7/24/16,2,888,888,7/24/16,1,666,666,1,888. NOMINATION NOT WITHDRAWN,10/9/16,9/18/22,65,10,12,"Sutherland, George",3/22/45,17,5,87
"Taft, William Howard",1921,0,0,1,114,1,1.15,70,06.02.01,09/15/1857,1857,308,35,308,35,5,5,1,14,8,0,0,"Torrey, Louisa M.","Taft, Alphonso",20,10,3,117,2,1878,1,888,888,888,888,21,2,1880,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Herron, Helen",1886,3,888,0,888,888,888,0,35,1880,888,888,888,888,1,35,1,3,35,2,21,4,4,117,7,8,2,0,35,3,888,0,888,0,888,888,0,6,8,888,0,888,0,0,2,0,0,888,0,29,4,888,0,15,1,4,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,35,6,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,6/30/21,6/30/21,888,888,888,888,888,7,117,888,888,888,888,888,888,888,888,8,63,7,6,888,"White, Edward Douglass",29,6,0.444999993,888,888,67,6,0.272000015,888,888,888,888,888,888,888,888,888. NO REFERRAL,888,888. NO REFERRAL,888,888,888,6/30/21,2,60,4,1,888. NOMINATION NOT WITHDRAWN,7/11/21,2/3/30,72,2,777,"Hughes, Charles Evans",3/8/30,55,51,72
"Sutherland, George",1922,1,0,1,115,1,7.11,71,888,03/25/1862,1862,512,54,409,44,3,2,0,6,8,0,0,"Slater, Frances","Sutherland, Alexander",20,888,888,10,1,1881,1,888,888,888,888,69,1,1883,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Lee, Rosamund",1883,3,888,0,888,888,888,0,22,1883,44,1883,888,888,3,44,3,1,51,5,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,44,2,777,0,44,12,777,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,44,4,888,0,888,0,888,0,9/5/22,9/5/22,888,888,888,1,51,888,888,888,888,888,888,888,888,888,888,5,60,44,6,888,"Clarke, John Hessin",29,6,0.444999993,888,888,67,6,0.272000015,888,888,888,888,888,888,888,888,888. NO REFERRAL,888,888. NO REFERRAL,888,888,888,9/5/22,1,666,666,1,888. NOMINATION NOT WITHDRAWN,10/2/22,1/17/38,75,1,777,"Reed, Stanley Forman",7/18/42,192,21,80
"Butler, Pierce",1922,1,0,0,116,1,6.1,72,888,03/17/1866,1866,213,23,214,23,1,2,0,13,15,0,0,"Gaffney, Mary","Butler, Patrick",38,888,888,18,2,1887,1,888,888,888,888,888,888,888,888,"Twohy, John",23,1888,2,1,"Cronin, Annie M.",1891,8,888,0,888,888,888,0,23,1888,888,888,888,888,3,23,3,4,23,17,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,23,2,23,4,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,11/22/22,11/23/22,888,888,888,4,23,888,888,888,888,888,888,888,888,888,888,25,56,23,1,888,"Day, William Rufus",29,6,0.444999993,888,888,67,6,0.272000015,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,11/28/22,2,888,888,888. NO RECORD OF ACTION,888,888,888,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,11/16/39,55,51,73
"Butler, Pierce",1922,1,0,1,117,2,6.11,72,888,03/17/1866,1866,213,23,214,23,1,2,0,13,15,0,0,"Gaffney, Mary","Butler, Patrick",38,888,888,18,2,1887,1,888,888,888,888,888,888,888,888,"Twohy, John",23,1888,2,1,"Cronin, Annie M.",1891,8,888,0,888,888,888,0,23,1888,888,888,888,888,3,23,3,4,23,17,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,23,2,23,4,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,12/5/22,12/5/22,888,888,888,4,23,888,888,888,888,888,888,888,888,888,888,25,56,23,1,888,"Day, William Rufus",29,6,0.444999993,888,888,67,6,0.272000015,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/18/22,2,888,888,12/21/22,2,61,8,1,888. NOMINATION NOT WITHDRAWN,1/2/23,11/16/39,73,3,777,"Murphy, Francis (Frank) William",11/16/39,55,51,73
"Sanford, Edward Terry",1923,1,0,1,118,1,9.12,73,888,07/23/1865,1865,362,42,362,42,4,5,0,6,9,0,0,"Chavannes, Emma","Sanford, Edward J.",21,888,888,47,2,1884,2,47,2,1889,1,47,2,1889,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Woodruff, Lutie Mallory",1891,2,888,0,888,888,888,0,42,1888,888,888,888,888,4,42,16,777,777,0,97,6,8,777,777,0,1,0,888,0,888,0,888,0,42,7,15,888,0,888,0,888,0,0,0,2,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,1/24/23,1/24/23,5,17,888,888,888,888,888,888,888,888,888,888,888,888,888,15,57,42,6,888,"Pitney, Mahlon",29,6,0.444999993,888,888,67,6,0.272000015,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,1/29/23,2,888,888,1/29/23,1,666,666,1,888. NOMINATION NOT WITHDRAWN,2/19/23,3/8/30,64,3,777,"Roberts, Owen Josephus",3/8/30,55,51,64
"Stone, Harlan Fiske",1925,1,0,1,119,1,10.03,74,888,10/11/1872,1872,236,29,236,29,1,3,0,6,4,0,0,"Butler, Ann Sophia","Stone, Frederick L.",13,12,1,3,2,1894,1,3,2,1897,1,24,2,1898,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Harvey, Agnes",1899,2,888,0,888,888,888,0,32,1898,888,888,888,888,4,32,6,4,32,1,24,7,6,24,3,13,2,1,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,1,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,1/5/25,1/5/25,888,888,888,888,888,888,888,3,888,888,888,888,888,888,888,1,52,32,6,888,"McKenna, Joseph",30,6,0.395999998,888,888,68,6,0.2245,888,888,888,888,888,888,888,888,1/28/25,1,2/2/25,2,999,999,2/5/25,2,71,6,1,888. NOMINATION NOT WITHDRAWN,3/2/25,7/2/41,68,5,8,"Jackson, Robert Houghwout",4/22/46,55,51,73
"Hughes, Charles Evans",1930,0,0,1,120,2,1.16,75,888,04/11/1862,1862,276,32,276,32,3,3,0,1,4,0,0,"Connelly, Mary C.","Hughes, David C.",3,888,888,11,2,1881,2,888,888,888,888,24,2,1884,1,"Gleason, William",32,1882,1,1,"Carter, Antoinette",1888,4,888,0,888,888,888,0,32,1884,888,888,888,888,4,32,7,4,32,5,25,7,4,75,6,7,2,0,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,23,4,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,32,3,888,0,888,0,888,0,888,0,888,0,888,0,2/3/30,2/3/30,1,888,888,888,888,888,888,888,888,888,888,888,888,888,888,4,67,32,6,888,"Taft, William Howard",31,6,888,888,888,71,6,0.221000001,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,2/10/30,2,888,888,2/13/30,2,52,26,1,888. NOMINATION NOT WITHDRAWN,2/24/30,7/1/41,79,1,777,"Stone, Harlan Fiske",8/27/48,188,21,86
"Parker, John J.",1930,1,0,0,121,1,9.13,888,04.02.03,11/20/1885,1885,299,33,299,33,3,2,0,6,8,0,0,"Johnston, Frances Ann","Parker, John Daniel",17,888,888,76,2,1907,1,888,888,888,888,76,2,1908,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Maffitt, Maria Burgwin",1910,3,888,0,888,888,888,0,33,1908,888,888,888,888,3,33,1,4,33,3,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,4,5,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,3/21/30,3/21/30,3,5,888,888,888,888,888,888,888,888,888,888,888,888,888,5,44,33,6,888,"Sanford, Edward Terry",31,6,888,888,888,71,6,0.221000001,888,888,888,888,888,888,888,888,4/5/30,1,4/17/30,3,999,999,5/7/30,4,39,41,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,3/17/58,55,51,72
"Roberts, Owen Josephus",1930,1,0,1,122,1,9.14,76,888,05/02/1875,1875,324,38,326,38,5,3,0,6,26,0,0,"Laferty, Emma","Roberts, Josephus",6,12,1,84,2,1895,1,888,888,888,888,84,2,1898,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Rogers, Elizabeth Caldwell",1904,1,888,0,888,888,888,0,38,1898,888,888,888,888,4,38,3,4,38,19,84,6,21,777,777,0,1,0,888,0,888,0,888,0,888,888,0,888,0,888,0,13,6,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,38,2,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,5/9/30,5/9/30,888,888,888,4,38,888,888,888,888,888,888,888,888,888,888,2,55,38,6,888,"Sanford, Edward Terry",31,6,888,888,888,71,6,0.221000001,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,5/19/30,2,888,888,5/20/30,1,666,666,1,888. NOMINATION NOT WITHDRAWN,6/2/30,7/31/45,70,10,16,"Burton, Harold Hitz",5/17/55,330,38,80
"Cardozo, Benjamin Nathan",1932,1,0,1,123,1,3.14,77,888,05/24/1870,1870,282,32,282,32,5,4,1,7,24,0,0,"Nathan, Rebecca","Cardozo, Albert",20,10,1,24,2,1889,1,24,2,1890,1,24,1,1891,1,888. NOMINEE DID NOT READ LAW,888,888,888,0,888. NEVER MARRIED,888,888,888,0,888,888,888,0,32,1891,888,888,888,888,4,32,1,4,32,2,888,888,0,888,888,0,888,888,32,0,888,0,32,18,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,2/15/32,2/15/32,6,888,32,888,888,888,888,888,888,888,888,888,888,888,888,18,61,32,1,888,"Holmes, Oliver Wendell, Jr",31,6,888,888,888,72,6,0.064999998,888,888,888,888,888,888,888,888,2/19/32,1,2/23/32,2,999,999,2/24/32,1,666,666,1,888. NOMINATION NOT WITHDRAWN,3/14/32,7/9/38,68,3,777,"Frankfurter, Felix",7/9/38,284,32,68
"Black, Hugo Lafayette",1937,1,0,1,124,1,2.24,78,888,02/27/1886,1886,2,1,1,1,3,2,0,1,22,0,0,"Toland, Martha A.","Black, William L.",39,888,888,8,1,1904,1,888,888,888,888,1,2,1906,1,888. NOMINEE DID NOT READ LAW,888,888,888,2,"DeMerritte, Elizabeth Seay",1957,3,1,1,2,5,888,0,1,1906,888,888,888,888,1,1,0,1,1,8,888,888,0,888,888,0,888,888,1,1,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,1,10,777,0,0,888,0,888,0,888,888,0,888,0,1,2,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,8/12/37,8/12/37,888,888,888,888,888,888,888,888,2,1,888,888,888,888,888,10,51,1,1,888,"Van Devanter, Willis",32,1,-0.368000001,71.59999847,82.5,75,1,-0.171000004,0.875,888,888,888,888,0.159999996,888,888,666. NO RECORD OF HEARING,666,8/16/37,2,2,0,8/17/37,2,63,16,1,888. NOMINATION NOT WITHDRAWN,8/19/37,9/17/71,85,2,777,"Powell, Lewis Franklin, Jr.",9/25/71,55,51,85
"Reed, Stanley Forman",1938,1,0,1,125,1,7.12,79,888,12/31/1884,1884,124,17,124,17,3,4,0,11,4,0,0,"Forman, Frances","Reed, John A.",26,888,888,117,2,1906,2,888,888,888,888,83,1,1910,3,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Elgin, Winifred",1908,2,1,1,8,5,888,0,17,1910,888,888,888,888,1,17,6,4,17,10,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,3,0,0,888,0,888,0,20,3,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,17,4,888,0,888,0,1/15/38,1/15/38,888,888,888,888,888,888,888,5,888,888,888,888,888,888,888,3,53,17,1,888,"Sutherland, George",32,1,-0.368000001,71.59999847,82.5,75,1,-0.171000004,0.725000024,888,888,105,-0.331999987,0.875,888,888,1/20/38,1,1/24/38,2,999,999,1/25/38,1,666,666,1,888. NOMINATION NOT WITHDRAWN,1/31/38,2/25/57,72,2,15,"Whittaker, Charles Evans",4/2/80,280,32,95
"Frankfurter, Felix",1939,1,0,1,126,1,3.15,80,888,11/15/1882,1882,502,53,502,53,5,2,0,7,2,0,0,"Winter, Emma","Frankfurter, Leopold",24,888,888,22,2,1902,1,888,888,888,888,47,2,1906,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Denman, Marion A.",1919,0,1,3,11,5,888,0,32,1905,888,888,888,888,4,32,0,4,32,1,47,7,3,47,7,20,2,1,888,0,888,0,888,0,888,888,0,888,0,5,3,888,0,0,0,0,0,12,1,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,1/5/39,1/5/39,888,888,888,888,888,7,47,888,888,888,888,888,888,888,888,20,56,21,5,888,"Cardozo, Benjamin Nathan",32,1,-0.368000001,71.59999847,82.5,76,1,-0.1105,0.665000021,98,-0.566999972,98,-0.532000005,0.964999974,888,888,1/7/39,4,1/16/39,2,1,3,1/17/39,1,666,666,1,888. NOMINATION NOT WITHDRAWN,1/30/39,8/28/62,79,2,777,"Goldberg, Arthur Joseph",2/22/65,55,51,82
"Douglas, William Orville",1939,1,0,1,127,1,5.13,81,888,10/16/1898,1898,211,23,419,47,3,1,0,10,19,0,0,"Bickford, Julia F.","Douglas, William",29,888,888,113,2,1920,1,888,888,888,888,24,2,1925,1,888. NOMINEE DID NOT READ LAW,888,888,888,4,"Heffernan, Cathleen",1966,2,1,0,14,5,888,0,32,1925,888,888,888,888,4,32,1,3,47,1,24,1,1,117,7,7,2,0,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,22,1,22,2,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,3/20/39,3/20/39,888,888,888,888,888,888,888,888,888,888,888,888,888,888,12,3,40,7,1,888,"Brandeis, Louis Dembitz",32,1,-0.368000001,71.59999847,82.5,76,1,-0.1105,0.730000019,98,-0.566999972,104,-0.69599998,0.819999993,888,888,3/24/39,1,3/27/39,2,999,999,4/4/39,2,62,4,1,888. NOMINATION NOT WITHDRAWN,4/17/39,11/12/75,77,2,777,"Stevens, John Paul",1/19/80,55,51,81
"Murphy, Francis (Frank) William",1940,1,0,1,128,1,6.12,82,888,04/13/1890,1890,199,22,199,22,3,3,0,13,15,0,0,"Brennan, Mary","Murphy, John",20,888,888,69,2,1912,1,888,888,888,888,69,2,1914,3,888. NOMINEE DID NOT READ LAW,888,888,888,0,888. NEVER MARRIED,888,888,1,0,9,6,888,0,22,1914,888,888,888,888,4,22,3,3,22,3,36,6,3,36,7,5,2,1,22,7,888,0,888,0,888,888,0,888,0,3,1,888,0,0,0,0,1,888,0,888,0,888,0,9,3,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,22,2,888,0,198,3,888,0,888,0,888,0,888,0,1/4/40,1/4/40,888,888,888,888,888,888,888,3,888,888,888,888,888,888,888,1,49,22,1,888,"Butler, Pierce",32,1,-0.368000001,71.59999847,82.5,76,1,-0.1105,1,104,-0.69599998,110,-1.016000032,0.649999976,888,888,666. NO RECORD OF HEARING,666,1/15/40,2,888,888,1/16/40,1,666,666,1,888. NOMINATION NOT WITHDRAWN,2/5/40,7/19/49,59,3,777,"Clark, Tom Campbell",7/19/49,198,22,59
"Stone, Harlan Fiske",1941,0,0,1,129,2,1.17,74,888,10/11/1872,1872,236,29,236,29,1,3,0,6,4,0,0,"Butler, Ann Sophia","Stone, Frederick L.",13,12,1,3,2,1894,1,3,2,1897,1,24,2,1898,1,888. NOMINEE DID NOT READ LAW,888,888,888,1,"Harvey, Agnes",1899,2,888,0,888,888,888,0,32,1898,888,888,888,888,4,32,6,4,32,1,24,7,6,24,3,13,2,1,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,1,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,6/12/41,6/12/41,2,1,888,888,888,888,888,888,888,888,888,888,888,888,888,16,68,32,6,888,"Hughes, Charles Evans",32,1,-0.368000001,71.59999847,82.5,77,1,-0.109999999,0.300000012,110,-1.016000032,111,-0.63499999,1,888,888,6/21/41,1,6/23/41,2,999,999,6/27/41,1,666,666,1,888. NOMINATION NOT WITHDRAWN,7/3/41,4/22/46,73,3,777,"Vinson, Fred Moore",4/22/46,55,51,73
"Byrnes, James Frances",1941,1,0,1,130,1,4.18,83,888,05/02/1879,1879,349,40,349,40,5,1,0,6,15,0,0,"McSweeney, Elizabeth","Byrnes, James",25,888,888,888,888,888,888,888,888,888,888,888,888,888,888,Self taught,40,1903,777,1,"Busch, Maude",1906,0,888,0,888,888,888,0,40,1903,888,888,888,888,1,40,5,4,40,6,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,40,14,777,0,40,10,777,0,0,888,0,888,0,888,888,0,888,0,40,2,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,6/12/41,6/12/41,888,888,888,888,888,888,888,888,2,40,888,888,888,888,888,10,62,40,1,888,"McReynolds, James Clark",32,1,-0.368000001,71.59999847,82.5,77,1,-0.109999999,0.330000013,110,-1.016000032,111,-0.63499999,0.800000012,888,888,888. NO REFERRAL,888,888. NO REFERRAL,888,888,888,6/12/41,1,666,666,1,888. NOMINATION NOT WITHDRAWN,7/8/41,10/3/42,63,10,4,"Rutledge, Wiley Blount",4/9/72,350,40,92
